Date,Open,High,Low,Close,Adj Close,Volume
2015-08-14,65.268997,65.379997,64.910004,65.268997,65.268997,0
2015-08-17,65.122002,65.446999,64.279999,65.122002,65.122002,0
2015-08-18,65.443001,65.529999,65.290001,65.443001,65.443001,0
2015-08-19,65.445999,65.459999,65.099998,65.445999,65.445999,0
2015-08-20,65.063004,65.691002,65.063004,65.054001,65.054001,0
2015-08-21,65.461998,66.239998,65.370003,65.460999,65.460999,0
2015-08-24,66.026001,67.059998,66.026001,66.026001,66.026001,0
2015-08-25,66.806999,66.970001,65.769997,66.806999,66.806999,0
2015-08-26,66.282997,66.379997,65.970001,66.282997,66.282997,0
2015-08-27,66.056000,66.138000,65.769997,66.056000,66.056000,0
2015-08-28,66.055000,66.193001,65.830002,66.055000,66.055000,0
2015-08-31,66.142998,66.492996,65.959999,66.142998,66.142998,0
2015-09-01,66.349998,66.453003,66.169998,66.349998,66.349998,0
2015-09-02,66.421997,66.449997,66.080002,66.422997,66.422997,0
2015-09-03,66.212997,66.309998,65.949997,66.225998,66.225998,0
2015-09-04,66.160004,66.721001,65.970001,66.160004,66.160004,0
2015-09-07,66.678001,66.894997,66.550003,66.678001,66.678001,0
2015-09-08,66.803001,66.905998,66.330002,66.803001,66.803001,0
2015-09-09,66.405998,66.550003,66.220001,66.405998,66.405998,0
2015-09-10,66.597000,66.763000,66.360001,66.597000,66.597000,0
2015-09-11,66.319000,66.572998,66.279999,66.319000,66.319000,0
2015-09-14,66.234001,66.480003,66.234001,66.234001,66.234001,0
2015-09-15,66.315002,66.458000,66.220001,66.315002,66.315002,0
2015-09-16,66.428001,66.513000,66.190002,66.430000,66.430000,0
2015-09-17,66.195999,66.300003,66.070000,66.195999,66.195999,0
2015-09-18,66.115997,66.252998,65.410004,66.122002,66.122002,0
2015-09-21,65.889999,65.989998,65.309998,65.861000,65.861000,0
2015-09-22,65.740997,65.953003,65.489998,65.738998,65.738998,0
2015-09-23,65.875000,66.112999,65.629997,65.875000,65.875000,0
2015-09-24,66.162003,66.370003,66.028000,66.162003,66.162003,0
2015-09-25,66.223999,66.233002,65.980003,66.221001,66.221001,0
2015-09-28,66.163002,66.200996,65.790001,66.163002,66.163002,0
2015-09-29,66.260002,66.430000,65.750000,66.260002,66.260002,0
2015-09-30,65.911003,65.911003,65.459999,65.919998,65.919998,0
2015-10-01,65.547997,65.663002,65.470001,65.527000,65.527000,0
2015-10-02,65.617996,65.720001,65.129997,65.617996,65.617996,0
2015-10-05,65.357002,65.357002,65.080002,65.357002,65.357002,0
2015-10-06,65.143997,65.428001,65.120003,65.123001,65.123001,0
2015-10-07,65.184998,65.362999,64.769997,65.183998,65.183998,0
2015-10-08,64.939003,65.180000,64.924004,64.939003,64.939003,0
2015-10-09,64.996002,64.996002,64.580002,64.995003,64.995003,0
2015-10-12,64.559998,64.873001,64.559998,64.772003,64.772003,0
2015-10-13,64.781998,65.190002,64.779999,64.781998,64.781998,0
2015-10-14,65.087997,65.169998,64.750000,65.084999,65.084999,0
2015-10-15,64.870003,64.903999,64.570000,64.848999,64.848999,0
2015-10-16,64.781998,65.008003,64.550003,64.783997,64.783997,0
2015-10-19,64.599998,64.913002,64.599998,64.695000,64.695000,0
2015-10-20,64.959000,65.053001,64.849998,64.950996,64.950996,0
2015-10-21,64.994003,65.239998,64.992996,64.994003,64.994003,0
2015-10-22,65.162003,65.162003,64.912003,65.158997,65.158997,0
2015-10-23,65.050003,65.050003,64.599998,65.050003,65.050003,0
2015-10-26,64.949997,65.000000,64.699997,64.885002,64.885002,0
2015-10-27,64.899002,65.060997,64.879997,64.901001,64.901001,0
2015-10-28,65.072998,65.110001,64.820000,65.067001,65.067001,0
2015-10-29,64.945999,65.410004,64.945999,64.945999,64.945999,0
2015-10-30,65.445000,65.445000,65.108002,65.444000,65.444000,0
2015-11-02,65.415001,65.642998,65.260002,65.415001,65.415001,0
2015-11-03,65.522003,65.778000,65.410004,65.541000,65.541000,0
2015-11-04,65.540001,65.639999,65.279999,65.530998,65.530998,0
2015-11-05,65.583000,65.930000,65.517998,65.584999,65.584999,0
2015-11-06,65.852997,66.139999,65.610001,65.860001,65.860001,0
2015-11-09,66.510002,66.550003,66.320000,66.133003,66.133003,0
2015-11-10,66.468002,66.468002,65.989998,66.468002,66.468002,0
2015-11-11,66.193001,66.193001,65.900002,66.193001,66.193001,0
2015-11-12,66.063004,66.169998,65.809998,66.063004,66.063004,0
2015-11-13,66.047997,66.220001,65.940002,66.047997,66.047997,0
2015-11-16,66.051003,66.239998,65.739998,66.051003,66.051003,0
2015-11-17,65.897003,66.083000,65.849998,65.897003,65.897003,0
2015-11-18,66.021004,66.309998,66.021004,66.037003,66.037003,0
2015-11-19,66.071999,66.223000,65.730003,66.074997,66.074997,0
2015-11-20,66.077003,66.263000,65.949997,66.084999,66.084999,0
2015-11-23,66.099998,66.470001,66.050003,66.050003,66.050003,0
2015-11-24,66.370003,66.510002,66.260002,66.371002,66.371002,0
2015-11-25,66.302002,66.375999,66.190002,66.300003,66.300003,0
2015-11-26,66.375000,66.657997,66.320000,66.382004,66.382004,0
2015-11-27,66.557999,66.889999,66.459999,66.557999,66.557999,0
2015-11-30,66.660004,66.910004,66.445999,66.900002,66.900002,0
2015-12-01,66.508003,66.584999,66.290001,66.508003,66.508003,0
2015-12-02,66.460999,66.665001,66.458000,66.460999,66.460999,0
2015-12-03,66.556999,66.884003,66.440002,66.556999,66.556999,0
2015-12-04,66.787003,66.980003,66.529999,66.803001,66.803001,0
2015-12-07,66.650002,66.779999,66.572998,66.636002,66.636002,0
2015-12-08,66.776001,66.861000,66.610001,66.767998,66.767998,0
2015-12-09,66.833000,66.915001,66.589996,66.833000,66.833000,0
2015-12-10,66.899002,66.900002,65.959999,66.889999,66.889999,0
2015-12-11,66.790001,67.106003,66.720001,66.786003,66.786003,0
2015-12-14,67.140999,67.172997,66.930000,67.140999,67.140999,0
2015-12-15,67.074997,67.110001,66.780998,67.070999,67.070999,0
2015-12-16,66.898003,66.939003,66.550003,66.903000,66.903000,0
2015-12-17,66.489998,66.665001,66.220001,66.428001,66.428001,0
2015-12-18,66.464996,66.513000,66.199997,66.459000,66.459000,0
2015-12-21,66.248001,66.360001,66.029999,66.248001,66.248001,0
2015-12-22,66.129997,66.348000,66.129997,66.268997,66.268997,0
2015-12-23,66.242996,66.278000,66.029999,66.242996,66.242996,0
2015-12-24,66.094002,66.094002,65.660004,66.153999,66.153999,0
2015-12-25,65.940002,66.070000,65.940002,65.940002,65.940002,0
2015-12-28,65.959999,66.208000,65.940002,65.940002,65.940002,0
2015-12-29,66.141998,66.408997,66.099998,66.134003,66.134003,0
2015-12-30,66.265999,66.464996,66.139999,66.260002,66.260002,0
2015-12-31,66.449997,66.460999,66.010002,66.455002,66.455002,0
2016-01-01,66.193001,66.193001,66.150002,66.193001,66.193001,0
2016-01-04,66.193001,66.628998,66.029999,66.193001,66.193001,0
2016-01-05,66.598000,66.648003,66.400002,66.600998,66.600998,0
2016-01-06,66.510002,66.888000,66.470001,66.524002,66.524002,0
2016-01-07,66.739998,66.959999,66.519997,66.723999,66.723999,0
2016-01-08,66.899002,66.905998,66.470001,66.920998,66.920998,0
2016-01-11,66.839996,66.919998,66.529999,66.839996,66.839996,0
2016-01-12,66.806000,66.989998,66.599998,66.792999,66.792999,0
2016-01-13,66.919998,66.919998,66.430000,66.919998,66.919998,0
2016-01-14,66.959000,67.510002,66.879997,66.935997,66.935997,0
2016-01-15,67.304001,67.760002,67.220001,67.304001,67.304001,0
2016-01-18,67.766998,67.766998,67.440002,67.766998,67.766998,0
2016-01-19,67.709999,67.790001,67.410004,67.710999,67.710999,0
2016-01-20,67.761002,68.142998,67.620003,67.766998,67.766998,0
2016-01-21,67.947998,68.110001,67.599998,67.948997,67.948997,0
2016-01-22,67.807999,67.861000,67.360001,67.807999,67.807999,0
2016-01-25,67.541000,67.833000,67.400002,67.541000,67.541000,0
2016-01-26,67.752998,68.040001,67.540001,67.740997,67.740997,0
2016-01-27,67.769997,68.117996,67.750000,67.769997,67.769997,0
2016-01-28,68.191002,68.235001,67.949997,68.195999,68.195999,0
2016-01-29,68.093002,68.172997,67.669998,68.093002,68.093002,0
2016-02-01,67.870003,67.927002,67.589996,67.870003,67.870003,0
2016-02-02,67.864998,68.024002,67.699997,67.882004,67.882004,0
2016-02-03,67.986000,68.279999,67.889999,67.986000,67.986000,0
2016-02-04,67.781998,67.888000,67.309998,67.927002,67.927002,0
2016-02-05,67.573997,67.800003,67.309998,67.564003,67.564003,0
2016-02-08,67.802002,68.032997,67.589996,67.802002,67.802002,0
2016-02-09,68.074997,68.220001,67.769997,68.075996,68.075996,0
2016-02-10,67.927002,67.977997,67.750000,67.928001,67.928001,0
2016-02-11,67.896004,68.550003,67.650002,67.892998,67.892998,0
2016-02-12,68.462997,68.485001,68.099998,68.473999,68.473999,0
2016-02-15,68.111000,68.239998,67.949997,68.111000,68.111000,0
2016-02-16,68.125999,68.473000,67.940002,68.137001,68.137001,0
2016-02-17,68.519997,68.690002,68.309998,68.505997,68.505997,0
2016-02-18,68.356003,68.583000,68.239998,68.356003,68.356003,0
2016-02-19,68.565002,68.830002,68.430000,68.566002,68.566002,0
2016-02-22,68.480003,68.690002,68.379997,68.538002,68.538002,0
2016-02-23,68.572998,68.680000,68.440002,68.573997,68.573997,0
2016-02-24,68.602997,68.636002,68.269997,68.602997,68.602997,0
2016-02-25,68.391998,68.901001,68.379997,68.375999,68.375999,0
2016-02-26,68.796997,68.809998,68.519997,68.796997,68.796997,0
2016-02-29,68.730003,68.790001,68.120003,68.730003,68.730003,0
2016-03-01,68.218002,68.329002,67.620003,68.218002,68.218002,0
2016-03-02,67.614998,67.752998,67.421997,67.746002,67.746002,0
2016-03-03,67.388000,67.445000,67.160004,67.388000,67.388000,0
2016-03-04,67.139999,67.339996,66.919998,67.142998,67.142998,0
2016-03-07,66.930000,67.250000,66.900002,66.930000,66.930000,0
2016-03-08,67.055000,67.480003,66.919998,67.045998,67.045998,0
2016-03-09,67.357002,67.529999,67.057999,67.357002,67.357002,0
2016-03-10,67.144997,67.227997,66.779999,67.144997,67.144997,0
2016-03-11,67.319000,67.319000,66.927002,67.308998,67.308998,0
2016-03-14,66.913002,67.181999,66.820000,66.913002,66.913002,0
2016-03-15,67.175003,67.419998,67.050003,67.174004,67.174004,0
2016-03-16,67.364998,67.434998,67.199997,67.359001,67.359001,0
2016-03-17,66.720001,67.165001,66.459999,66.830002,66.830002,0
2016-03-18,66.612000,66.690002,66.099998,66.612000,66.612000,0
2016-03-21,66.375999,66.564003,66.230003,66.375999,66.375999,0
2016-03-22,66.519997,66.849998,66.449997,66.519997,66.519997,0
2016-03-23,66.764999,66.930000,66.610001,66.764000,66.764000,0
2016-03-24,66.889999,66.928001,66.610001,66.902000,66.902000,0
2016-03-25,66.906998,66.906998,66.589996,66.906998,66.906998,0
2016-03-28,66.906998,66.906998,66.419998,66.906998,66.906998,0
2016-03-29,66.906998,66.906998,66.410004,66.906998,66.906998,0
2016-03-30,66.367996,66.489998,66.099998,66.367996,66.367996,0
2016-03-31,66.367996,66.367996,65.940002,66.367996,66.367996,0
2016-04-01,66.248001,66.489998,66.120003,66.248001,66.248001,0
2016-04-04,66.358002,66.370003,66.016998,66.358002,66.358002,0
2016-04-05,66.134003,66.500000,65.610001,66.133003,66.133003,0
2016-04-06,66.468002,66.730003,66.309998,66.468002,66.468002,0
2016-04-07,66.532997,66.750000,66.269997,66.532997,66.532997,0
2016-04-08,66.779999,66.779999,66.370003,66.778999,66.778999,0
2016-04-11,66.543999,66.620003,66.269997,66.543999,66.543999,0
2016-04-12,66.290001,66.542999,66.260002,66.290001,66.290001,0
2016-04-13,66.315002,66.648003,66.269997,66.315002,66.315002,0
2016-04-14,66.528000,66.739998,66.449997,66.525002,66.525002,0
2016-04-15,66.633003,66.638000,66.400002,66.637001,66.637001,0
2016-04-18,66.653000,66.690002,66.339996,66.653000,66.653000,0
2016-04-19,66.408997,66.550003,66.010002,66.408997,66.408997,0
2016-04-20,66.222000,66.337997,65.910004,66.222000,66.222000,0
2016-04-21,66.198997,66.500000,65.989998,66.204002,66.204002,0
2016-04-22,66.512001,66.629997,66.309998,66.512001,66.512001,0
2016-04-25,66.653000,66.748001,66.570000,66.653000,66.653000,0
2016-04-26,66.705002,66.849998,66.370003,66.705002,66.705002,0
2016-04-27,66.455002,66.583000,66.339996,66.457001,66.457001,0
2016-04-28,66.356003,66.550003,65.879997,66.355003,66.355003,0
2016-04-29,66.438004,66.559998,66.269997,66.438004,66.438004,0
2016-05-02,66.417999,66.447998,66.010002,66.417999,66.417999,0
2016-05-03,66.371002,66.537003,66.129997,66.371002,66.371002,0
2016-05-04,66.593002,66.680000,66.440002,66.592003,66.592003,0
2016-05-05,66.620003,66.654999,66.400002,66.620003,66.620003,0
2016-05-06,66.598000,66.708000,66.260002,66.601997,66.601997,0
2016-05-09,66.594002,66.720001,66.370003,66.594002,66.594002,0
2016-05-10,66.722000,66.773003,66.430000,66.721001,66.721001,0
2016-05-11,66.666000,66.839996,66.529999,66.666000,66.666000,0
2016-05-12,66.591003,66.733002,66.440002,66.591003,66.591003,0
2016-05-13,66.750999,66.989998,66.660004,66.750999,66.750999,0
2016-05-16,66.847000,66.900002,66.699997,66.900002,66.900002,0
2016-05-17,66.880997,66.900002,66.480003,66.875000,66.875000,0
2016-05-18,66.839996,67.038002,66.750000,66.867996,66.867996,0
2016-05-19,67.161003,67.610001,67.070000,67.160004,67.160004,0
2016-05-20,67.476997,67.550003,67.250000,67.476997,67.476997,0
2016-05-23,67.422997,67.583000,67.230003,67.422997,67.422997,0
2016-05-24,67.454002,67.779999,67.454002,67.447998,67.447998,0
2016-05-25,67.651001,67.699997,67.239998,67.651001,67.651001,0
2016-05-26,67.304001,67.400002,66.830002,67.304001,67.304001,0
2016-05-27,66.954002,67.123001,66.839996,66.954002,66.954002,0
2016-05-30,67.024002,67.370003,66.930000,67.024002,67.024002,0
2016-05-31,67.133003,67.303001,66.900002,67.133003,67.133003,0
2016-06-01,67.193001,67.504997,67.108002,67.231003,67.231003,0
2016-06-02,67.426003,67.442001,67.208000,67.426003,67.426003,0
2016-06-03,67.292000,67.358002,66.790001,67.292000,67.292000,0
2016-06-06,66.991997,67.040001,66.769997,66.991997,66.991997,0
2016-06-07,66.801003,66.919998,66.559998,66.801003,66.801003,0
2016-06-08,66.763000,66.803001,66.370003,66.763000,66.763000,0
2016-06-09,66.510002,66.778000,66.510002,66.510002,66.510002,0
2016-06-10,66.740997,66.873001,66.660004,66.740997,66.740997,0
2016-06-13,66.945000,67.177002,66.945000,66.945000,66.945000,0
2016-06-14,67.153000,67.388000,66.959999,67.153999,67.153999,0
2016-06-15,67.297997,67.349998,66.970001,67.297997,67.297997,0
2016-06-16,67.072998,67.443001,67.000000,67.072998,67.072998,0
2016-06-17,67.294998,67.297997,66.889999,67.306999,67.306999,0
2016-06-20,67.599998,67.620003,67.139999,67.066002,67.066002,0
2016-06-21,67.542999,67.748001,67.364998,67.129997,67.129997,0
2016-06-22,67.607002,67.690002,67.334999,67.606003,67.606003,0
2016-06-23,67.407997,67.480003,67.050003,67.421997,67.421997,0
2016-06-24,67.239998,68.203003,67.239998,67.241997,67.241997,0
2016-06-27,67.730003,68.139999,67.680000,67.876999,67.876999,0
2016-06-28,67.919998,67.989998,67.718002,67.920998,67.920998,0
2016-06-29,67.704002,67.839996,67.370003,67.705002,67.705002,0
2016-06-30,67.416000,67.708000,67.330002,67.416000,67.416000,0
2016-07-01,67.500999,67.500999,67.059998,67.500999,67.500999,0
2016-07-04,67.169998,67.290001,67.089996,67.181999,67.181999,0
2016-07-05,67.237000,67.529999,67.150002,67.237000,67.237000,0
2016-07-06,67.426003,67.589996,67.230003,67.426003,67.426003,0
2016-07-07,67.401001,67.498001,67.279999,67.401001,67.401001,0
2016-07-08,67.510002,67.510002,66.800003,67.497002,67.497002,0
2016-07-11,67.132004,67.208000,66.879997,67.132004,67.132004,0
2016-07-12,67.144997,67.197998,66.919998,67.144997,67.144997,0
2016-07-13,66.968002,67.209999,66.830002,66.870003,66.870003,0
2016-07-14,67.007004,67.033997,66.639999,67.005997,67.005997,0
2016-07-15,66.837997,67.133003,66.830002,66.837997,66.837997,0
2016-07-18,67.133003,67.209999,66.959999,67.133003,67.133003,0
2016-07-19,67.135002,67.220001,67.019997,67.139000,67.139000,0
2016-07-20,67.189003,67.250000,66.980003,67.206001,67.206001,0
2016-07-21,67.164001,67.260002,67.120003,67.164001,67.164001,0
2016-07-22,67.153999,67.199997,67.000000,67.153999,67.153999,0
2016-07-25,67.146004,67.470001,67.010002,67.146004,67.146004,0
2016-07-26,67.406998,67.416000,67.169998,67.404999,67.404999,0
2016-07-27,67.283997,67.357002,67.099998,67.283997,67.283997,0
2016-07-28,67.064003,67.099998,66.830002,67.063004,67.063004,0
2016-07-29,67.007004,67.110001,66.599998,67.007004,67.007004,0
2016-08-01,66.648003,66.773003,66.620003,66.648003,66.648003,0
2016-08-02,66.750999,66.800003,66.529999,66.750999,66.750999,0
2016-08-03,66.676003,67.002998,66.675003,66.676003,66.676003,0
2016-08-04,66.760002,66.980003,66.720001,66.760002,66.760002,0
2016-08-05,66.832001,66.884003,66.580002,66.841003,66.841003,0
2016-08-08,66.834999,66.849998,66.690002,66.834999,66.834999,0
2016-08-09,66.799004,66.968002,66.720001,66.793999,66.793999,0
2016-08-10,66.782997,66.799004,66.605003,66.782997,66.782997,0
2016-08-11,66.751999,66.919998,66.699997,66.758003,66.758003,0
2016-08-12,66.775002,66.903000,66.760002,66.739998,66.739998,0
2016-08-15,66.899498,66.949997,66.820000,66.899597,66.899597,0
2016-08-16,66.894501,66.917999,66.680000,66.864899,66.864899,0
2016-08-17,66.854301,66.989998,66.849998,66.857697,66.857697,0
2016-08-18,66.893600,66.905602,66.748001,66.905502,66.905502,0
2016-08-19,66.817497,67.192902,66.817497,66.820000,66.820000,0
2016-08-22,67.128601,67.239998,67.059998,67.127502,67.127502,0
2016-08-23,67.197998,67.197998,67.010002,67.187401,67.187401,0
2016-08-24,67.140999,67.161301,67.044601,67.129997,67.129997,0
2016-08-25,67.099998,67.133003,67.000000,67.160004,67.160004,0
2016-08-26,67.002502,67.065002,66.800003,67.005600,67.005600,0
2016-08-29,67.126503,67.193001,67.080002,67.128998,67.128998,0
2016-08-30,67.083199,67.150002,66.990501,67.089996,67.089996,0
2016-08-31,67.134102,67.150002,66.879997,67.126602,67.126602,0
2016-09-01,66.963997,67.086998,66.830002,66.974701,66.974701,0
2016-09-02,66.796997,66.852997,66.519997,66.792999,66.792999,0
2016-09-05,66.572800,66.820000,66.379997,66.572800,66.572800,0
2016-09-06,66.425003,66.557999,66.244301,66.459999,66.459999,0
2016-09-07,66.236801,66.435501,66.236801,66.255203,66.255203,0
2016-09-08,66.469299,66.529999,66.359001,66.471603,66.471603,0
2016-09-09,66.070000,66.885002,66.070000,66.449997,66.449997,0
2016-09-12,66.897003,67.000000,66.768898,66.778000,66.778000,0
2016-09-13,66.739998,67.070000,66.723602,66.723000,66.723000,0
2016-09-14,67.070503,67.121201,66.769997,66.995003,66.995003,0
2016-09-15,66.772003,67.089996,66.763603,66.758102,66.758102,0
2016-09-16,66.849998,67.110001,66.680000,66.850304,66.850304,0
2016-09-19,67.065498,67.065598,66.849998,67.065300,67.065300,0
2016-09-20,66.961998,67.070000,66.910004,66.955200,66.955200,0
2016-09-21,66.980003,67.150002,66.919998,66.974998,66.974998,0
2016-09-22,66.763802,66.891998,66.519997,66.761200,66.761200,0
2016-09-23,66.629997,66.720001,66.550003,66.622597,66.622597,0
2016-09-26,66.697502,66.794998,66.550003,66.696503,66.696503,0
2016-09-27,66.607399,66.686996,66.410004,66.606499,66.606499,0
2016-09-28,66.446297,66.537102,66.410004,66.441299,66.441299,0
2016-09-29,66.332497,66.943001,66.332497,66.332802,66.332802,0
2016-09-30,66.813301,66.865997,66.440002,66.816299,66.816299,0
2016-10-03,66.545502,66.584999,66.419998,66.546501,66.546501,0
2016-10-04,66.483498,66.599998,66.349998,66.380302,66.380302,0
2016-10-05,66.578201,66.650002,66.498001,66.578003,66.578003,0
2016-10-06,66.570000,66.788002,66.510002,66.563202,66.563202,0
2016-10-07,66.690002,66.870003,66.533501,66.687103,66.687103,0
2016-10-10,66.591499,66.608002,66.469803,66.591202,66.591202,0
2016-10-11,66.505501,66.815201,66.495003,66.485100,66.485100,0
2016-10-12,66.798203,66.864998,66.730003,66.798500,66.798500,0
2016-10-13,66.819504,66.980003,66.720001,66.818100,66.818100,0
2016-10-14,66.785004,66.900002,66.644699,66.783997,66.783997,0
2016-10-17,66.709999,66.887497,66.660004,66.705299,66.705299,0
2016-10-18,66.790001,66.831001,66.599998,66.783600,66.783600,0
2016-10-19,66.733704,66.760002,66.610001,66.737999,66.737999,0
2016-10-20,66.641998,66.860001,66.635002,66.636398,66.636398,0
2016-10-21,66.849998,66.992500,66.820000,66.841301,66.841301,0
2016-10-24,66.917999,66.917999,66.788002,66.911201,66.911201,0
2016-10-25,66.837997,66.928001,66.750000,66.834000,66.834000,0
2016-10-26,66.786301,66.860001,66.748001,66.781303,66.781303,0
2016-10-27,66.853996,66.945000,66.786003,66.863998,66.863998,0
2016-10-28,66.896004,66.924301,66.750000,66.903000,66.903000,0
2016-10-31,66.781403,66.900002,66.629997,66.781403,66.781403,0
2016-11-01,66.665001,66.769997,66.665001,66.665497,66.665497,0
2016-11-02,66.684998,66.858002,66.628304,66.678497,66.678497,0
2016-11-03,66.785004,66.786003,66.639999,66.777496,66.777496,0
2016-11-04,66.684998,66.790001,66.650002,66.684502,66.684502,0
2016-11-07,66.785301,66.790001,66.690002,66.785301,66.785301,0
2016-11-08,66.735001,66.737999,66.379997,66.735001,66.735001,0
2016-11-09,66.205002,66.959999,66.205002,66.229500,66.229500,0
2016-11-10,66.544998,67.169998,66.330002,66.507500,66.507500,0
2016-11-11,67.209999,67.644997,66.858002,67.214500,67.214500,0
2016-11-14,67.547203,67.900002,67.389999,67.546799,67.546799,0
2016-11-15,67.849998,67.879997,67.547997,67.775497,67.775497,0
2016-11-16,67.727997,68.110001,67.608002,67.748001,67.748001,0
2016-11-17,67.974998,67.989998,67.760002,67.981499,67.981499,0
2016-11-18,67.974998,68.250000,67.938499,67.974800,67.974800,0
2016-11-21,68.168503,68.260002,68.013000,68.169998,68.169998,0
2016-11-22,68.215500,68.480003,67.949997,68.215500,68.215500,0
2016-11-23,68.385002,68.894997,68.330002,68.385498,68.385498,0
2016-11-24,68.798500,68.834999,68.570000,68.798500,68.798500,0
2016-11-25,68.745003,68.748001,68.339996,68.745499,68.745499,0
2016-11-28,68.508499,68.800003,68.065002,68.508499,68.508499,0
2016-11-29,68.555496,68.760498,68.529999,68.555496,68.555496,0
2016-11-30,68.605003,68.675499,68.358002,68.608002,68.608002,0
2016-12-01,68.584999,68.587997,68.264999,68.587997,68.587997,0
2016-12-02,68.218002,68.370003,68.010002,68.216499,68.216499,0
2016-12-05,68.011497,68.258003,68.011497,68.011497,68.011497,0
2016-12-06,68.000000,68.108002,67.665497,68.012497,68.012497,0
2016-12-07,67.733002,67.970001,67.535500,67.722000,67.722000,0
2016-12-08,67.379997,67.559998,67.307999,67.431503,67.431503,0
2016-12-09,67.403999,67.623001,67.379997,67.405998,67.405998,0
2016-12-12,67.461800,67.639999,67.379997,67.460503,67.460503,0
2016-12-13,67.415001,67.597298,67.379898,67.417999,67.417999,0
